matrix_type,matrices,mean_std,mean_max_to_std,mean_kurtosis,mean_global_int4_zeroed,mean_global_int4_mse,mean_group64_mse_improvement
down_proj,22,0.017467928965660615,37.515680964542305,1.0651929703625767,98.55169737634581,0.0002888712955278546,77.42230772016966
o_proj,22,0.01523628936741835,29.526984692522365,4.451714049686085,94.25030188126998,0.00018731733772168902,66.42276621612638
gate_proj,22,0.020442771471359464,26.417538080147757,1.3224906921386719,91.19416623076131,0.00030624060640212724,60.69192187684899
q_proj,22,0.025857469236308807,21.069705438838795,8.546635920351202,80.74816357005726,0.00028705418265991364,32.669572262761704
up_proj,22,0.01773494973101394,18.938245743311022,0.43544258854605933,79.91544195443146,0.0001678629894078891,44.08599485452447
k_proj,22,0.04491040364585136,14.377463737239026,15.409522706812078,61.77281466397372,0.0003833076949707,13.764150598629294
v_proj,22,0.014606360303745979,7.5387309520457,0.7525651454925537,43.25603138316762,2.7895474948471014e-05,7.783288550847141
